# Run(50) parameters:
	n_epochs=50,
	lr=0.001,
	lr_decay=0.8,
	weight_decay=0.0005,
	cv_layers=[2, 3, 4, 5],
{'fold': 7, 'epoch': 40, 'train_loss': 0.6438746452331543, 'val_loss': 0.7036207318305969, 'test_acc': 0.7551020383834839}
{'fold': 7, 'epoch': 50, 'train_loss': 0.3792972266674042, 'val_loss': 0.610442042350769, 'test_acc': 0.795918345451355}
{'fold': 8, 'epoch': 10, 'train_loss': 1.870219111442566, 'val_loss': 1.834877848625183, 'test_acc': 0.30612245202064514}
{'fold': 8, 'epoch': 20, 'train_loss': 1.5940196514129639, 'val_loss': 1.502825379371643, 'test_acc': 0.4285714328289032}
{'fold': 8, 'epoch': 30, 'train_loss': 1.1069231033325195, 'val_loss': 1.075567364692688, 'test_acc': 0.6734693646430969}
{'fold': 8, 'epoch': 40, 'train_loss': 0.6971580386161804, 'val_loss': 0.7781720757484436, 'test_acc': 0.7755101919174194}
{'fold': 8, 'epoch': 50, 'train_loss': 0.39651191234588623, 'val_loss': 0.655360221862793, 'test_acc': 0.7755101919174194}
{'fold': 9, 'epoch': 10, 'train_loss': 1.8454461097717285, 'val_loss': 1.810757040977478, 'test_acc': 0.30612245202064514}
{'fold': 9, 'epoch': 20, 'train_loss': 1.5927202701568604, 'val_loss': 1.5197266340255737, 'test_acc': 0.30612245202064514}
{'fold': 9, 'epoch': 30, 'train_loss': 1.1530526876449585, 'val_loss': 1.0938146114349365, 'test_acc': 0.7346938848495483}
{'fold': 9, 'epoch': 40, 'train_loss': 0.671440064907074, 'val_loss': 0.6741585731506348, 'test_acc': 0.7346938848495483}
{'fold': 9, 'epoch': 50, 'train_loss': 0.405233234167099, 'val_loss': 0.5840527415275574, 'test_acc': 0.8163265585899353}
Val Loss: 0.6808, Test Accuracy: 0.784 +/- 0.045, Duration: 5.985
Model(7) results: accuracy=0.784, std=0.045, n_layers=3, n_hidden=128
Best Model(3) results: accuracy=0.807, std=0.044, n_layers=2, n_hidden=128

# Evaluating model(8): n_layers=4, n_hidden=16
{'fold': 0, 'epoch': 10, 'train_loss': 1.9090607166290283, 'val_loss': 1.9072012901306152, 'test_acc': 0.2800000011920929}
{'fold': 0, 'epoch': 20, 'train_loss': 1.9006705284118652, 'val_loss': 1.8854631185531616, 'test_acc': 0.30000001192092896}
{'fold': 0, 'epoch': 30, 'train_loss': 1.865763545036316, 'val_loss': 1.8502399921417236, 'test_acc': 0.36000001430511475}
{'fold': 0, 'epoch': 40, 'train_loss': 1.8133964538574219, 'val_loss': 1.7982242107391357, 'test_acc': 0.4000000059604645}
{'fold': 0, 'epoch': 50, 'train_loss': 1.742111086845398, 'val_loss': 1.7270233631134033, 'test_acc': 0.3799999952316284}
{'fold': 1, 'epoch': 10, 'train_loss': 1.9322279691696167, 'val_loss': 1.9294404983520508, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 20, 'train_loss': 1.9214810132980347, 'val_loss': 1.9168964624404907, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 30, 'train_loss': 1.9032005071640015, 'val_loss': 1.8999019861221313, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 40, 'train_loss': 1.8605868816375732, 'val_loss': 1.8724794387817383, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 50, 'train_loss': 1.8044997453689575, 'val_loss': 1.8249752521514893, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 10, 'train_loss': 1.9078747034072876, 'val_loss': 1.912950873374939, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 20, 'train_loss': 1.887675404548645, 'val_loss': 1.889193058013916, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 30, 'train_loss': 1.8455042839050293, 'val_loss': 1.8392057418823242, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 40, 'train_loss': 1.7910072803497314, 'val_loss': 1.7499674558639526, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 50, 'train_loss': 1.7023967504501343, 'val_loss': 1.6462242603302002, 'test_acc': 0.2800000011920929}
{'fold': 3, 'epoch': 10, 'train_loss': 1.9496411085128784, 'val_loss': 1.946521282196045, 'test_acc': 0.1599999964237213}
{'fold': 3, 'epoch': 20, 'train_loss': 1.9268690347671509, 'val_loss': 1.920326590538025, 'test_acc': 0.1599999964237213}
{'fold': 3, 'epoch': 30, 'train_loss': 1.8826603889465332, 'val_loss': 1.8749264478683472, 'test_acc': 0.1599999964237213}
{'fold': 3, 'epoch': 40, 'train_loss': 1.8114392757415771, 'val_loss': 1.7906537055969238, 'test_acc': 0.1599999964237213}
{'fold': 3, 'epoch': 50, 'train_loss': 1.6981807947158813, 'val_loss': 1.660160779953003, 'test_acc': 0.20000000298023224}
{'fold': 4, 'epoch': 10, 'train_loss': 1.953877568244934, 'val_loss': 1.9480912685394287, 'test_acc': 0.14000000059604645}
{'fold': 4, 'epoch': 20, 'train_loss': 1.9325031042099, 'val_loss': 1.9287234544754028, 'test_acc': 0.20000000298023224}
{'fold': 4, 'epoch': 30, 'train_loss': 1.9060081243515015, 'val_loss': 1.9114727973937988, 'test_acc': 0.3799999952316284}
{'fold': 4, 'epoch': 40, 'train_loss': 1.873000144958496, 'val_loss': 1.8911703824996948, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 50, 'train_loss': 1.8332109451293945, 'val_loss': 1.8599778413772583, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 10, 'train_loss': 1.910190463066101, 'val_loss': 1.9183083772659302, 'test_acc': 0.14000000059604645}
{'fold': 5, 'epoch': 20, 'train_loss': 1.8949416875839233, 'val_loss': 1.902616024017334, 'test_acc': 0.14000000059604645}
{'fold': 5, 'epoch': 30, 'train_loss': 1.8759987354278564, 'val_loss': 1.8842021226882935, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 40, 'train_loss': 1.8519104719161987, 'val_loss': 1.8571490049362183, 'test_acc': 0.4000000059604645}
{'fold': 5, 'epoch': 50, 'train_loss': 1.805338740348816, 'val_loss': 1.8130645751953125, 'test_acc': 0.4000000059604645}
{'fold': 6, 'epoch': 10, 'train_loss': 1.9124528169631958, 'val_loss': 1.9100391864776611, 'test_acc': 0.18367347121238708}
{'fold': 6, 'epoch': 20, 'train_loss': 1.8776817321777344, 'val_loss': 1.877103567123413, 'test_acc': 0.30612245202064514}
{'fold': 6, 'epoch': 30, 'train_loss': 1.8195788860321045, 'val_loss': 1.8270158767700195, 'test_acc': 0.3265306055545807}
{'fold': 6, 'epoch': 40, 'train_loss': 1.7375277280807495, 'val_loss': 1.7551367282867432, 'test_acc': 0.36734694242477417}
{'fold': 6, 'epoch': 50, 'train_loss': 1.6267114877700806, 'val_loss': 1.6534132957458496, 'test_acc': 0.3877550959587097}
{'fold': 7, 'epoch': 10, 'train_loss': 1.9828077554702759, 'val_loss': 1.9751397371292114, 'test_acc': 0.1428571492433548}
{'fold': 7, 'epoch': 20, 'train_loss': 1.9593130350112915, 'val_loss': 1.9508109092712402, 'test_acc': 0.1428571492433548}
{'fold': 7, 'epoch': 30, 'train_loss': 1.9169139862060547, 'val_loss': 1.91350519657135, 'test_acc': 0.22448979318141937}
{'fold': 7, 'epoch': 40, 'train_loss': 1.8676397800445557, 'val_loss': 1.854570984840393, 'test_acc': 0.36734694242477417}
{'fold': 7, 'epoch': 50, 'train_loss': 1.7630679607391357, 'val_loss': 1.7558709383010864, 'test_acc': 0.3877550959587097}
{'fold': 8, 'epoch': 10, 'train_loss': 1.9528262615203857, 'val_loss': 1.949790596961975, 'test_acc': 0.08163265138864517}
{'fold': 8, 'epoch': 20, 'train_loss': 1.9389535188674927, 'val_loss': 1.9330729246139526, 'test_acc': 0.08163265138864517}
{'fold': 8, 'epoch': 30, 'train_loss': 1.9150952100753784, 'val_loss': 1.9082667827606201, 'test_acc': 0.08163265138864517}
{'fold': 8, 'epoch': 40, 'train_loss': 1.880109190940857, 'val_loss': 1.86976158618927, 'test_acc': 0.3265306055545807}
{'fold': 8, 'epoch': 50, 'train_loss': 1.8215644359588623, 'val_loss': 1.797171711921692, 'test_acc': 0.30612245202064514}
{'fold': 9, 'epoch': 10, 'train_loss': 1.9361852407455444, 'val_loss': 1.9329440593719482, 'test_acc': 0.16326530277729034}
{'fold': 9, 'epoch': 20, 'train_loss': 1.9134275913238525, 'val_loss': 1.908298373222351, 'test_acc': 0.16326530277729034}
{'fold': 9, 'epoch': 30, 'train_loss': 1.8750478029251099, 'val_loss': 1.8646987676620483, 'test_acc': 0.16326530277729034}
{'fold': 9, 'epoch': 40, 'train_loss': 1.8217753171920776, 'val_loss': 1.7918355464935303, 'test_acc': 0.26530611515045166}
{'fold': 9, 'epoch': 50, 'train_loss': 1.7488141059875488, 'val_loss': 1.691144347190857, 'test_acc': 0.3265306055545807}
Val Loss: 1.7429, Test Accuracy: 0.323 +/- 0.065, Duration: 3.109
Model(8) results: accuracy=0.323, std=0.065, n_layers=4, n_hidden=16
Best Model(3) results: accuracy=0.807, std=0.044, n_layers=2, n_hidden=128

# Evaluating model(9): n_layers=4, n_hidden=32
{'fold': 0, 'epoch': 10, 'train_loss': 1.91526198387146, 'val_loss': 1.9091750383377075, 'test_acc': 0.2800000011920929}
{'fold': 0, 'epoch': 20, 'train_loss': 1.8848459720611572, 'val_loss': 1.8761885166168213, 'test_acc': 0.2800000011920929}
{'fold': 0, 'epoch': 30, 'train_loss': 1.8154264688491821, 'val_loss': 1.7955621480941772, 'test_acc': 0.2800000011920929}
{'fold': 0, 'epoch': 40, 'train_loss': 1.6607565879821777, 'val_loss': 1.6184337139129639, 'test_acc': 0.30000001192092896}
{'fold': 0, 'epoch': 50, 'train_loss': 1.4298088550567627, 'val_loss': 1.3643778562545776, 'test_acc': 0.47999998927116394}
{'fold': 1, 'epoch': 10, 'train_loss': 1.9314947128295898, 'val_loss': 1.9308322668075562, 'test_acc': 0.1599999964237213}
{'fold': 1, 'epoch': 20, 'train_loss': 1.8850377798080444, 'val_loss': 1.891501784324646, 'test_acc': 0.1599999964237213}
{'fold': 1, 'epoch': 30, 'train_loss': 1.7896009683609009, 'val_loss': 1.8159806728363037, 'test_acc': 0.46000000834465027}
{'fold': 1, 'epoch': 40, 'train_loss': 1.6045669317245483, 'val_loss': 1.6612963676452637, 'test_acc': 0.41999998688697815}
{'fold': 1, 'epoch': 50, 'train_loss': 1.3584107160568237, 'val_loss': 1.4603615999221802, 'test_acc': 0.5400000214576721}
{'fold': 2, 'epoch': 10, 'train_loss': 1.9339709281921387, 'val_loss': 1.9293997287750244, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 20, 'train_loss': 1.8902572393417358, 'val_loss': 1.8914294242858887, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 30, 'train_loss': 1.8134580850601196, 'val_loss': 1.8056368827819824, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 40, 'train_loss': 1.633886456489563, 'val_loss': 1.6485092639923096, 'test_acc': 0.4000000059604645}
{'fold': 2, 'epoch': 50, 'train_loss': 1.4323545694351196, 'val_loss': 1.4461424350738525, 'test_acc': 0.41999998688697815}
{'fold': 3, 'epoch': 10, 'train_loss': 1.9053096771240234, 'val_loss': 1.9061259031295776, 'test_acc': 0.2800000011920929}
{'fold': 3, 'epoch': 20, 'train_loss': 1.87595796585083, 'val_loss': 1.87575364112854, 'test_acc': 0.2800000011920929}
{'fold': 3, 'epoch': 30, 'train_loss': 1.8093397617340088, 'val_loss': 1.8114161491394043, 'test_acc': 0.2800000011920929}
{'fold': 3, 'epoch': 40, 'train_loss': 1.6769384145736694, 'val_loss': 1.6677637100219727, 'test_acc': 0.36000001430511475}
{'fold': 3, 'epoch': 50, 'train_loss': 1.4874377250671387, 'val_loss': 1.4408349990844727, 'test_acc': 0.3799999952316284}
{'fold': 4, 'epoch': 10, 'train_loss': 1.9424649477005005, 'val_loss': 1.9427177906036377, 'test_acc': 0.10000000149011612}
{'fold': 4, 'epoch': 20, 'train_loss': 1.9083304405212402, 'val_loss': 1.905468463897705, 'test_acc': 0.4000000059604645}
{'fold': 4, 'epoch': 30, 'train_loss': 1.8091100454330444, 'val_loss': 1.8222066164016724, 'test_acc': 0.41999998688697815}
{'fold': 4, 'epoch': 40, 'train_loss': 1.6155822277069092, 'val_loss': 1.64670991897583, 'test_acc': 0.41999998688697815}
{'fold': 4, 'epoch': 50, 'train_loss': 1.382888674736023, 'val_loss': 1.4154753684997559, 'test_acc': 0.41999998688697815}
{'fold': 5, 'epoch': 10, 'train_loss': 1.9497708082199097, 'val_loss': 1.9474990367889404, 'test_acc': 0.05999999865889549}
{'fold': 5, 'epoch': 20, 'train_loss': 1.9146466255187988, 'val_loss': 1.9135960340499878, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 30, 'train_loss': 1.8622345924377441, 'val_loss': 1.8497135639190674, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 40, 'train_loss': 1.7561239004135132, 'val_loss': 1.7386465072631836, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 50, 'train_loss': 1.6116218566894531, 'val_loss': 1.5709130764007568, 'test_acc': 0.3799999952316284}
{'fold': 6, 'epoch': 10, 'train_loss': 1.9239633083343506, 'val_loss': 1.922734260559082, 'test_acc': 0.30612245202064514}
{'fold': 6, 'epoch': 20, 'train_loss': 1.8870779275894165, 'val_loss': 1.8823848962783813, 'test_acc': 0.30612245202064514}
{'fold': 6, 'epoch': 30, 'train_loss': 1.8094316720962524, 'val_loss': 1.7927438020706177, 'test_acc': 0.30612245202064514}
{'fold': 6, 'epoch': 40, 'train_loss': 1.6246979236602783, 'val_loss': 1.6012849807739258, 'test_acc': 0.30612245202064514}
{'fold': 6, 'epoch': 50, 'train_loss': 1.3491857051849365, 'val_loss': 1.3301876783370972, 'test_acc': 0.5714285969734192}
{'fold': 7, 'epoch': 10, 'train_loss': 1.9308019876480103, 'val_loss': 1.9404479265213013, 'test_acc': 0.12244898080825806}
{'fold': 7, 'epoch': 20, 'train_loss': 1.897886037826538, 'val_loss': 1.9024592638015747, 'test_acc': 0.26530611515045166}
{'fold': 7, 'epoch': 30, 'train_loss': 1.8333122730255127, 'val_loss': 1.8451247215270996, 'test_acc': 0.36734694242477417}
{'fold': 7, 'epoch': 40, 'train_loss': 1.7323048114776611, 'val_loss': 1.7268168926239014, 'test_acc': 0.40816327929496765}
{'fold': 7, 'epoch': 50, 'train_loss': 1.5191632509231567, 'val_loss': 1.5273678302764893, 'test_acc': 0.40816327929496765}
{'fold': 8, 'epoch': 10, 'train_loss': 1.9429314136505127, 'val_loss': 1.938446044921875, 'test_acc': 0.16326530277729034}
{'fold': 8, 'epoch': 20, 'train_loss': 1.91051185131073, 'val_loss': 1.9069148302078247, 'test_acc': 0.2857142984867096}
{'fold': 8, 'epoch': 30, 'train_loss': 1.8557122945785522, 'val_loss': 1.8327168226242065, 'test_acc': 0.5918367505073547}
{'fold': 8, 'epoch': 40, 'train_loss': 1.7124000787734985, 'val_loss': 1.6593725681304932, 'test_acc': 0.5306122303009033}
{'fold': 8, 'epoch': 50, 'train_loss': 1.4848958253860474, 'val_loss': 1.4222522974014282, 'test_acc': 0.4285714328289032}
{'fold': 9, 'epoch': 10, 'train_loss': 1.9482073783874512, 'val_loss': 1.9404939413070679, 'test_acc': 0.08163265138864517}
{'fold': 9, 'epoch': 20, 'train_loss': 1.9032316207885742, 'val_loss': 1.8768917322158813, 'test_acc': 0.2448979616165161}
{'fold': 9, 'epoch': 30, 'train_loss': 1.7939471006393433, 'val_loss': 1.727455973625183, 'test_acc': 0.3469387888908386}
{'fold': 9, 'epoch': 40, 'train_loss': 1.5977236032485962, 'val_loss': 1.4895960092544556, 'test_acc': 0.4897959232330322}
{'fold': 9, 'epoch': 50, 'train_loss': 1.3980382680892944, 'val_loss': 1.236942172050476, 'test_acc': 0.5714285969734192}
Val Loss: 1.4215, Test Accuracy: 0.460 +/- 0.076, Duration: 3.537
Model(9) results: accuracy=0.460, std=0.076, n_layers=4, n_hidden=32
Best Model(3) results: accuracy=0.807, std=0.044, n_layers=2, n_hidden=128

# Evaluating model(10): n_layers=4, n_hidden=64
{'fold': 0, 'epoch': 10, 'train_loss': 1.9543966054916382, 'val_loss': 1.9506957530975342, 'test_acc': 0.1599999964237213}
{'fold': 0, 'epoch': 20, 'train_loss': 1.88124418258667, 'val_loss': 1.8786110877990723, 'test_acc': 0.1599999964237213}
{'fold': 0, 'epoch': 30, 'train_loss': 1.6438207626342773, 'val_loss': 1.642580270767212, 'test_acc': 0.2800000011920929}
{'fold': 0, 'epoch': 40, 'train_loss': 1.3512026071548462, 'val_loss': 1.3132808208465576, 'test_acc': 0.5}
{'fold': 0, 'epoch': 50, 'train_loss': 1.0458948612213135, 'val_loss': 1.0543065071105957, 'test_acc': 0.5600000023841858}
{'fold': 1, 'epoch': 10, 'train_loss': 1.9138405323028564, 'val_loss': 1.9154678583145142, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 20, 'train_loss': 1.7985568046569824, 'val_loss': 1.8180660009384155, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 30, 'train_loss': 1.634534239768982, 'val_loss': 1.7001147270202637, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 40, 'train_loss': 1.417243242263794, 'val_loss': 1.55356764793396, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 50, 'train_loss': 1.1312696933746338, 'val_loss': 1.384375810623169, 'test_acc': 0.5600000023841858}
{'fold': 2, 'epoch': 10, 'train_loss': 1.9274128675460815, 'val_loss': 1.9241180419921875, 'test_acc': 0.3199999928474426}
{'fold': 2, 'epoch': 20, 'train_loss': 1.8081140518188477, 'val_loss': 1.8094886541366577, 'test_acc': 0.41999998688697815}
{'fold': 2, 'epoch': 30, 'train_loss': 1.5296778678894043, 'val_loss': 1.5592159032821655, 'test_acc': 0.4000000059604645}
{'fold': 2, 'epoch': 40, 'train_loss': 1.1677144765853882, 'val_loss': 1.2864809036254883, 'test_acc': 0.5400000214576721}
{'fold': 2, 'epoch': 50, 'train_loss': 0.9663761258125305, 'val_loss': 1.0979106426239014, 'test_acc': 0.6200000047683716}
{'fold': 3, 'epoch': 10, 'train_loss': 1.9198133945465088, 'val_loss': 1.9199737310409546, 'test_acc': 0.25999999046325684}
{'fold': 3, 'epoch': 20, 'train_loss': 1.8326016664505005, 'val_loss': 1.815731406211853, 'test_acc': 0.30000001192092896}
{'fold': 3, 'epoch': 30, 'train_loss': 1.5426350831985474, 'val_loss': 1.5269019603729248, 'test_acc': 0.41999998688697815}
{'fold': 3, 'epoch': 40, 'train_loss': 1.2281856536865234, 'val_loss': 1.2428330183029175, 'test_acc': 0.5199999809265137}
{'fold': 3, 'epoch': 50, 'train_loss': 0.8225192427635193, 'val_loss': 0.8883925080299377, 'test_acc': 0.6399999856948853}
{'fold': 4, 'epoch': 10, 'train_loss': 1.9329612255096436, 'val_loss': 1.93195378780365, 'test_acc': 0.1599999964237213}
{'fold': 4, 'epoch': 20, 'train_loss': 1.8595608472824097, 'val_loss': 1.8550125360488892, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 30, 'train_loss': 1.6602954864501953, 'val_loss': 1.6615105867385864, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 40, 'train_loss': 1.4108961820602417, 'val_loss': 1.4455403089523315, 'test_acc': 0.41999998688697815}
{'fold': 4, 'epoch': 50, 'train_loss': 1.1089813709259033, 'val_loss': 1.220815658569336, 'test_acc': 0.6200000047683716}
{'fold': 5, 'epoch': 10, 'train_loss': 1.9132366180419922, 'val_loss': 1.914909839630127, 'test_acc': 0.2199999988079071}
{'fold': 5, 'epoch': 20, 'train_loss': 1.77985680103302, 'val_loss': 1.7832117080688477, 'test_acc': 0.18000000715255737}
{'fold': 5, 'epoch': 30, 'train_loss': 1.5230600833892822, 'val_loss': 1.5232291221618652, 'test_acc': 0.5}
{'fold': 5, 'epoch': 40, 'train_loss': 1.3435735702514648, 'val_loss': 1.325527310371399, 'test_acc': 0.5600000023841858}
{'fold': 5, 'epoch': 50, 'train_loss': 0.9793054461479187, 'val_loss': 1.0456653833389282, 'test_acc': 0.7200000286102295}
{'fold': 6, 'epoch': 10, 'train_loss': 1.9153167009353638, 'val_loss': 1.9140163660049438, 'test_acc': 0.16326530277729034}
{'fold': 6, 'epoch': 20, 'train_loss': 1.8192299604415894, 'val_loss': 1.8019630908966064, 'test_acc': 0.3877550959587097}
{'fold': 6, 'epoch': 30, 'train_loss': 1.522325038909912, 'val_loss': 1.472273349761963, 'test_acc': 0.4693877696990967}
{'fold': 6, 'epoch': 40, 'train_loss': 1.1501266956329346, 'val_loss': 1.0835131406784058, 'test_acc': 0.6530612111091614}
{'fold': 6, 'epoch': 50, 'train_loss': 0.8701682090759277, 'val_loss': 0.845856249332428, 'test_acc': 0.7142857313156128}
{'fold': 7, 'epoch': 10, 'train_loss': 1.931785225868225, 'val_loss': 1.9317377805709839, 'test_acc': 0.22448979318141937}
{'fold': 7, 'epoch': 20, 'train_loss': 1.8649543523788452, 'val_loss': 1.8440521955490112, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 30, 'train_loss': 1.6740384101867676, 'val_loss': 1.6496179103851318, 'test_acc': 0.30612245202064514}
{'fold': 7, 'epoch': 40, 'train_loss': 1.3779939413070679, 'val_loss': 1.3220821619033813, 'test_acc': 0.5918367505073547}
{'fold': 7, 'epoch': 50, 'train_loss': 1.0406826734542847, 'val_loss': 1.0065380334854126, 'test_acc': 0.6938775777816772}
{'fold': 8, 'epoch': 10, 'train_loss': 1.9102760553359985, 'val_loss': 1.8994710445404053, 'test_acc': 0.30612245202064514}
{'fold': 8, 'epoch': 20, 'train_loss': 1.8547110557556152, 'val_loss': 1.8333314657211304, 'test_acc': 0.30612245202064514}
{'fold': 8, 'epoch': 30, 'train_loss': 1.6566580533981323, 'val_loss': 1.6083976030349731, 'test_acc': 0.40816327929496765}
{'fold': 8, 'epoch': 40, 'train_loss': 1.2539211511611938, 'val_loss': 1.1941879987716675, 'test_acc': 0.5714285969734192}
{'fold': 8, 'epoch': 50, 'train_loss': 0.8948900103569031, 'val_loss': 0.9076021313667297, 'test_acc': 0.7551020383834839}
{'fold': 9, 'epoch': 10, 'train_loss': 1.9186372756958008, 'val_loss': 1.9061475992202759, 'test_acc': 0.1428571492433548}
{'fold': 9, 'epoch': 20, 'train_loss': 1.8352720737457275, 'val_loss': 1.7772088050842285, 'test_acc': 0.30612245202064514}
{'fold': 9, 'epoch': 30, 'train_loss': 1.6473133563995361, 'val_loss': 1.596694827079773, 'test_acc': 0.30612245202064514}
{'fold': 9, 'epoch': 40, 'train_loss': 1.448011875152588, 'val_loss': 1.436496615409851, 'test_acc': 0.2857142984867096}
{'fold': 9, 'epoch': 50, 'train_loss': 1.2764264345169067, 'val_loss': 1.2751116752624512, 'test_acc': 0.5918367505073547}
Val Loss: 1.0727, Test Accuracy: 0.648 +/- 0.069, Duration: 4.335
Model(10) results: accuracy=0.648, std=0.069, n_layers=4, n_hidden=64
Best Model(3) results: accuracy=0.807, std=0.044, n_layers=2, n_hidden=128

# Evaluating model(11): n_layers=4, n_hidden=128
{'fold': 0, 'epoch': 10, 'train_loss': 1.8916317224502563, 'val_loss': 1.878098487854004, 'test_acc': 0.3400000035762787}
{'fold': 0, 'epoch': 20, 'train_loss': 1.6023486852645874, 'val_loss': 1.5527913570404053, 'test_acc': 0.41999998688697815}
{'fold': 0, 'epoch': 30, 'train_loss': 1.0488072633743286, 'val_loss': 0.9426064491271973, 'test_acc': 0.6399999856948853}
{'fold': 0, 'epoch': 40, 'train_loss': 0.5982956886291504, 'val_loss': 0.5985730886459351, 'test_acc': 0.7200000286102295}
{'fold': 0, 'epoch': 50, 'train_loss': 0.3720177412033081, 'val_loss': 0.5823383927345276, 'test_acc': 0.7400000095367432}
{'fold': 1, 'epoch': 10, 'train_loss': 1.8660985231399536, 'val_loss': 1.8698042631149292, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 20, 'train_loss': 1.6338080167770386, 'val_loss': 1.6716091632843018, 'test_acc': 0.2800000011920929}
{'fold': 1, 'epoch': 30, 'train_loss': 1.1989383697509766, 'val_loss': 1.3768796920776367, 'test_acc': 0.6000000238418579}
{'fold': 1, 'epoch': 40, 'train_loss': 0.7837418913841248, 'val_loss': 1.1688644886016846, 'test_acc': 0.6600000262260437}
{'fold': 1, 'epoch': 50, 'train_loss': 0.48245769739151, 'val_loss': 1.1625243425369263, 'test_acc': 0.7400000095367432}
{'fold': 2, 'epoch': 10, 'train_loss': 1.8783005475997925, 'val_loss': 1.854074239730835, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 20, 'train_loss': 1.648163914680481, 'val_loss': 1.6409374475479126, 'test_acc': 0.2800000011920929}
{'fold': 2, 'epoch': 30, 'train_loss': 1.252092719078064, 'val_loss': 1.2424663305282593, 'test_acc': 0.47999998927116394}
{'fold': 2, 'epoch': 40, 'train_loss': 0.8556827306747437, 'val_loss': 0.9790270924568176, 'test_acc': 0.6399999856948853}
{'fold': 2, 'epoch': 50, 'train_loss': 0.5350069403648376, 'val_loss': 0.7758557200431824, 'test_acc': 0.7200000286102295}
{'fold': 3, 'epoch': 10, 'train_loss': 1.8628838062286377, 'val_loss': 1.8498237133026123, 'test_acc': 0.2800000011920929}
{'fold': 3, 'epoch': 20, 'train_loss': 1.5463366508483887, 'val_loss': 1.5304014682769775, 'test_acc': 0.4000000059604645}
{'fold': 3, 'epoch': 30, 'train_loss': 1.0111860036849976, 'val_loss': 1.0490491390228271, 'test_acc': 0.5400000214576721}
{'fold': 3, 'epoch': 40, 'train_loss': 0.709587812423706, 'val_loss': 0.8194663524627686, 'test_acc': 0.699999988079071}
{'fold': 3, 'epoch': 50, 'train_loss': 0.43690910935401917, 'val_loss': 0.7446668744087219, 'test_acc': 0.7400000095367432}
{'fold': 4, 'epoch': 10, 'train_loss': 1.872814655303955, 'val_loss': 1.8685721158981323, 'test_acc': 0.2800000011920929}
{'fold': 4, 'epoch': 20, 'train_loss': 1.5862746238708496, 'val_loss': 1.6060436964035034, 'test_acc': 0.4000000059604645}
{'fold': 4, 'epoch': 30, 'train_loss': 1.0208179950714111, 'val_loss': 1.1160428524017334, 'test_acc': 0.6200000047683716}
{'fold': 4, 'epoch': 40, 'train_loss': 0.6391078233718872, 'val_loss': 1.012112021446228, 'test_acc': 0.800000011920929}
{'fold': 4, 'epoch': 50, 'train_loss': 0.4041804373264313, 'val_loss': 1.0469884872436523, 'test_acc': 0.8399999737739563}
{'fold': 5, 'epoch': 10, 'train_loss': 1.8581959009170532, 'val_loss': 1.8550142049789429, 'test_acc': 0.2800000011920929}
{'fold': 5, 'epoch': 20, 'train_loss': 1.590279459953308, 'val_loss': 1.5579246282577515, 'test_acc': 0.3199999928474426}
{'fold': 5, 'epoch': 30, 'train_loss': 1.1893137693405151, 'val_loss': 1.1503632068634033, 'test_acc': 0.6600000262260437}
{'fold': 5, 'epoch': 40, 'train_loss': 0.7311795949935913, 'val_loss': 0.8100644946098328, 'test_acc': 0.7400000095367432}
{'fold': 5, 'epoch': 50, 'train_loss': 0.4577385187149048, 'val_loss': 0.6660302877426147, 'test_acc': 0.7799999713897705}
{'fold': 6, 'epoch': 10, 'train_loss': 1.8799134492874146, 'val_loss': 1.8730639219284058, 'test_acc': 0.3265306055545807}
{'fold': 6, 'epoch': 20, 'train_loss': 1.6363747119903564, 'val_loss': 1.6000607013702393, 'test_acc': 0.30612245202064514}
